"42,9,29"
"4,19,12"
"21,64,36"
"24,26,53"
"54,6,75"
"30,25,77"
"53,2,18"
"12,66,92"
"28,73,94"
"12,44,23"
"53,92,71"
"23,32,4"
"93,69,38"
"28,7,57"
"26,24,85"
"37,63,28"
"57,4,62"
"72,78,4"
"18,50,51"
"10,37,62"
"13,93,31"
"32,21,69"
"77,25,6"
"57,73,63"
"94,17,80"
"4,3,86"
"35,55,91"
"39,45,1"
"35,86,31"
"23,90,34"
"4,2,79"
"69,36,36"
"24,10,12"
"30,38,17"
"88,12,24"
"90,46,14"
"4,0,27"
"94,38,83"
"98,72,70"
"24,45,97"
"2,68,62"
"67,27,94"
"61,92,79"
"12,50,70"
"4,61,47"
"90,18,48"
"10,85,19"
"14,52,61"
"8,52,44"
"92,51,54"
"20,13,82"
"23,81,48"
"67,49,59"
"2,51,5"
"36,60,36"
"53,91,18"
"90,67,45"
"75,47,42"
"0,48,77"
"78,94,3"
"60,67,20"
"26,17,13"
"87,26,5"
"36,54,19"
"2,97,98"
"75,35,27"
"69,48,52"
"49,60,63"
"0,13,17"
"72,96,76"
"42,75,83"
"53,15,49"
"14,82,96"
"70,65,25"
"4,78,13"
"71,82,75"
"2,52,94"
"39,89,95"
"40,81,62"
"92,11,44"
"32,42,52"
"41,25,59"
"94,53,91"
"85,22,100"
"59,12,59"
"43,2,44"
"52,83,59"
"84,60,42"
"16,95,93"
"52,92,58"
"34,43,85"
"22,39,22"
"26,16,81"
"58,98,86"
"30,98,58"
"42,3,13"
"49,5,76"
"85,30,87"
"40,95,4"
"18,79,1"
"98,59,46"
"79,68,91"
"36,6,94"
"87,27,28"
"94,49,49"
"23,2,72"
"74,57,99"
"59,75,88"
"80,61,53"
"95,16,71"
"63,34,46"
"73,4,6"
"28,89,46"
"45,66,26"
"78,42,38"
"71,4,6"
"86,70,92"
"59,41,37"
"38,92,21"
"81,61,43"
"23,62,28"
"33,66,81"
"26,66,43"
"3,73,38"
"4,41,1"
"17,70,60"
"38,19,60"
"8,88,9"
"8,61,50"
"69,34,7"
"80,43,19"
"69,23,94"
"40,5,42"
"23,47,19"
"98,53,61"
"5,63,94"
"30,21,46"
"33,74,52"
"58,93,82"
"55,89,37"
"99,91,100"
"24,27,57"
"22,51,2"
"46,14,13"
"86,32,3"
"33,50,90"
"26,61,17"
"68,41,22"
"80,31,53"
"40,48,64"
"55,72,87"
"85,29,37"
"91,77,91"
"2,61,11"
"64,40,52"
"85,23,32"
"6,34,10"
"8,55,92"
"22,96,64"
"16,8,22"
"46,69,26"
"10,99,56"
"91,81,68"
"8,78,83"
"43,68,75"
"85,7,21"
"6,18,53"
"49,19,44"
"32,25,33"
"75,11,10"
"46,0,17"
"33,87,8"
"51,87,90"
"91,4,85"
"25,41,22"
"45,19,17"
"10,66,9"
"68,17,33"
"78,53,71"
"8,23,72"
"88,58,52"
"34,49,53"
"47,1,26"
"22,8,84"
"91,27,84"
"57,52,80"
"59,97,31"
"69,68,1"
"50,67,65"
"90,61,96"
"74,50,54"
"51,66,97"
"71,98,42"
"34,28,52"
"99,70,29"
"99,0,17"
"90,36,93"
"72,66,9"
"94,91,85"
"11,81,87"
"93,37,53"
"78,39,62"
"71,71,32"
"7,55,86"
"67,40,8"
"25,0,82"
"40,76,58"
"57,88,11"
"98,77,54"
"71,37,12"
"27,11,19"
"29,10,56"
"58,79,15"
"37,39,76"
"12,90,12"
"60,39,79"
"78,82,35"
"48,19,60"
"99,42,80"
"42,75,11"
"34,33,48"
"15,22,88"
"44,22,30"
"21,63,15"
"94,48,42"
"99,54,89"
"28,6,22"
"94,34,69"
"20,94,68"
"31,35,18"
"82,64,64"
"38,79,67"
"48,54,66"
"58,63,87"
"37,64,18"
"83,17,91"
"11,30,89"
"65,87,57"
"30,73,82"
"26,70,63"
"90,25,41"
"76,0,10"
"6,7,59"
"87,35,92"
"35,35,33"
"92,56,91"
"53,50,67"
"41,94,15"
"94,82,87"
"30,84,3"
"75,82,68"
"96,33,17"
"63,41,31"
"52,94,60"
"22,13,25"
"71,99,32"
"0,50,6"
"70,50,64"
"66,42,73"
"66,5,39"
"33,90,41"
"49,91,62"
"82,54,44"
"93,69,41"
"69,8,45"
"99,6,26"
"37,78,70"
"19,36,70"
"30,85,9"
"80,18,56"
"40,69,71"
"38,74,22"
"8,62,76"
"51,20,78"
"17,15,96"
"98,5,94"
"20,16,28"
"8,59,29"
"35,79,26"
"91,97,36"
"73,39,96"
"62,69,87"
"96,29,23"
"37,32,16"
"3,67,75"
"62,88,82"
"87,55,52"
"11,16,60"
"50,4,88"
"89,63,78"
"13,73,81"
"41,36,56"
"76,3,61"
"42,89,63"
"19,29,11"
"98,77,88"
"78,21,94"
"26,41,58"
"26,5,11"
"3,70,86"
"50,56,29"
"36,36,69"
"48,18,27"
"66,3,43"
"24,31,62"
"27,2,77"
"61,62,64"
"74,45,96"
"7,11,18"
"32,60,30"
"39,79,51"
"4,10,30"
"15,42,79"
"44,35,74"
"70,32,50"
"86,60,20"
"27,94,25"
"59,27,50"
"17,2,100"
"97,38,24"
"4,8,37"
"98,16,98"
"32,31,63"
"21,82,73"
"34,90,50"
"37,71,81"
"67,33,3"
"89,60,92"
"53,75,52"
"22,14,74"
"79,79,44"
"60,62,7"
"90,80,17"
"67,59,87"
"64,55,18"
"40,53,88"
"11,61,15"
"21,4,25"
"97,19,37"
"42,9,49"
"49,39,95"
"44,90,22"
"48,99,80"
"37,83,69"
"66,25,55"
"6,4,38"
"55,41,90"
"41,64,17"
"38,61,56"
"98,36,36"
"44,85,24"
"81,17,54"
"49,36,91"
"97,33,4"
"13,48,37"
"96,5,36"
"61,62,36"
"10,27,5"
"14,55,65"
"17,99,84"
"30,84,48"
"90,56,90"
"92,11,79"
"28,49,52"
"59,29,5"
"80,42,85"
"92,28,54"
"16,30,42"
"82,30,97"
"21,3,60"
"97,88,94"
"74,53,11"
"17,5,58"
"0,89,66"
"10,6,28"
"97,44,69"
"55,46,84"
"36,18,94"
"9,1,33"
"64,36,84"
"56,18,96"
"80,73,33"
"83,48,84"
"31,60,53"
"44,15,37"
"94,63,99"
"40,49,56"
"18,37,60"
"78,20,90"
"44,34,57"
"86,5,62"
"99,79,18"
"29,8,94"
"40,59,53"
"63,5,76"
"42,74,78"
"18,36,58"
"81,48,40"
"38,30,45"
"1,63,95"
"68,34,38"
"30,23,86"
"30,9,75"
"52,45,21"
"86,33,75"
"77,57,13"
"71,91,65"
"82,43,61"
"53,30,20"
"37,25,43"
"64,65,35"
"77,65,54"
"8,78,15"
"77,38,8"
"14,14,75"
"41,65,91"
"96,37,25"
"71,13,46"
"64,14,70"
"38,27,87"
"14,20,35"
"91,86,83"
"76,84,74"
"78,58,94"
"73,83,84"
"24,52,58"
"71,40,27"
"23,41,97"
"7,42,82"
"85,98,27"
"11,26,16"
"8,75,72"
"81,54,65"
"7,74,10"
"0,92,43"
"31,87,25"
"87,18,84"
"54,65,17"
"34,7,69"
"10,10,50"
"46,77,86"
"13,54,65"
"48,66,33"
"50,85,61"
"40,90,17"
"40,64,9"
"94,22,91"
"0,65,27"
"7,70,100"
"36,86,89"
"2,63,100"
"9,72,43"
"5,53,32"
"84,31,65"
"3,30,56"
"98,14,94"
"64,57,29"
"4,94,10"
"94,21,5"
"36,36,14"
"55,51,41"
"7,39,46"
"79,65,19"
"40,82,52"
"63,41,100"
"45,85,34"
"62,31,99"
"63,63,29"
"27,95,18"
"16,56,21"
"13,80,63"
"20,44,78"
"34,82,94"
"35,45,23"
"34,67,81"
"33,66,8"
"7,90,51"
"59,99,55"
"35,7,42"
"68,77,48"
"8,37,75"
"3,11,2"
"75,20,76"
"26,16,95"
"59,54,91"
"50,51,58"
"99,18,62"
"17,81,5"
"24,73,21"
"64,18,65"
"8,60,57"
"70,63,91"
"33,74,76"
"29,62,47"
"85,27,31"
"87,15,100"
"66,67,2"
"77,81,3"
"87,86,29"
"27,51,90"
"50,15,38"
"42,86,2"
"21,16,16"
"49,2,97"
"53,42,58"
"33,73,33"
"68,93,60"
"2,59,60"
"18,95,10"
"72,81,96"
"36,26,51"
"7,53,27"
"87,28,43"
"14,7,2"
"39,49,73"
"21,56,68"
"17,42,12"
"67,62,63"
"67,17,16"
"39,84,75"
"52,83,74"
"83,76,74"
"1,41,24"
"91,92,40"
"87,47,77"
"75,19,58"
"37,83,67"
"36,27,95"
"93,13,20"
"44,32,50"
"50,26,2"
"65,7,68"
"4,96,84"
"82,20,56"
"64,82,94"
"26,80,52"
"87,46,4"
"1,75,78"
"16,83,43"
"83,68,24"
"86,37,91"
"33,72,29"
"37,80,32"
"75,62,53"
"23,40,18"
"8,15,41"
"46,56,64"
"51,74,82"
"70,42,33"
"22,34,74"
"59,34,49"
"19,35,95"
"74,66,53"
"22,37,80"
"48,36,26"
"78,9,44"
"73,9,42"
"4,2,8"
"79,35,53"
"8,75,4"
"49,8,61"
"28,6,18"
"49,94,4"
"23,89,23"
"14,34,74"
"52,38,33"
"34,31,59"
"43,79,2"
"98,16,28"
"13,13,31"
"5,21,18"
"64,68,40"
"83,77,57"
"17,83,42"
"97,51,15"
"50,2,100"
"97,7,96"
"43,80,27"
"97,38,11"
"11,24,42"
"54,44,94"
"54,40,80"
"91,20,21"
"86,47,92"
"45,72,93"
"15,73,100"
"75,35,2"
"99,65,76"
"21,95,20"
"22,34,26"
"37,37,15"
"83,35,75"
"2,2,47"
"27,21,50"
"73,25,94"
"4,82,30"
"70,12,19"
"32,15,85"
"53,35,32"
"69,20,18"
"68,43,93"
"13,30,9"
"21,63,1"
"21,13,40"
"53,40,15"
"50,58,45"
"34,6,83"
"12,88,81"
"16,2,98"
"90,92,10"
"0,80,57"
"13,59,44"
"29,72,79"
"95,41,53"
"15,61,65"
"18,33,30"
"79,0,85"
"22,31,27"
"91,98,38"
"23,56,12"
"52,89,91"
"35,82,39"
"6,21,95"
"41,39,100"
"41,5,56"
"80,57,88"
"42,54,77"
"4,96,43"
"12,35,77"
"49,31,70"
"71,80,66"
"1,98,39"
"44,59,98"
"59,35,43"
"92,43,75"
"50,39,3"
"60,30,71"
"90,87,82"
"46,91,91"
"15,47,91"
"90,81,78"
"11,74,1"
"84,31,14"
"23,4,51"
"61,72,20"
"13,13,92"
"63,61,23"
"86,75,91"
"58,88,68"
"8,30,6"
"33,8,55"
"83,12,15"
"75,57,92"
"83,9,6"
"5,68,39"
"54,76,23"
"15,74,40"
"65,80,88"
"73,10,83"
"87,1,41"
"0,38,71"
"66,75,21"
"38,4,18"
"90,15,12"
"11,42,81"
"34,67,10"
"11,55,76"
"15,38,65"
"48,26,81"
"82,97,1"
"4,41,88"
"99,72,87"
"67,4,15"
"21,84,54"
"14,53,1"
"51,55,32"
"12,12,42"
"81,10,71"
"84,23,4"
"99,62,54"
"5,25,12"
"61,81,70"
"24,23,80"
"34,76,90"
"1,78,100"
"50,89,34"
"3,62,28"
"87,13,44"
"75,16,64"
"38,14,60"
"8,61,49"
"1,74,72"
"32,49,65"
"24,57,8"
"29,46,49"
"29,10,4"
"85,15,93"
"66,95,27"
"62,27,31"
"89,23,76"
"62,32,39"
"90,83,10"
"66,24,72"
"99,86,90"
"69,32,59"
"5,29,3"
"45,46,65"
"71,51,89"
"57,99,28"
"40,17,1"
"64,49,83"
"45,67,43"
"3,44,92"
"47,32,9"
"77,2,16"
"56,49,38"
"28,65,87"
"10,23,34"
"43,92,76"
"94,79,33"
"9,30,2"
"51,36,43"
"60,89,59"
"9,53,36"
"24,41,6"
"15,43,54"
"73,0,30"
"10,53,39"
"1,36,93"
"53,98,42"
"13,47,39"
"22,94,48"
"14,74,35"
"60,95,68"
"24,67,61"
"91,64,26"
"4,34,47"
"46,7,96"
"8,80,8"
"13,0,10"
"68,14,75"
"4,86,43"
"86,71,97"
"67,92,63"
"16,81,56"
"93,18,40"
"66,38,38"
"53,55,82"
"7,14,62"
"14,30,19"
"72,50,67"
"63,24,54"
"13,12,99"
"18,33,88"
"13,44,96"
"74,70,31"
"39,71,57"
"67,5,95"
"48,98,27"
"56,14,28"
"95,60,65"
"7,10,76"
"2,60,54"
"34,89,71"
"28,74,68"
"86,40,85"
"23,49,67"
"92,80,3"
"39,8,69"
"9,98,65"
"70,15,5"
"61,99,13"
"37,82,17"
"36,14,46"
"44,30,64"
"71,63,14"
"13,36,25"
"63,53,74"
"89,91,83"
"38,4,51"
"56,89,38"
"39,76,23"
"38,44,14"
"68,21,40"
"27,31,1"
"37,79,51"
"85,63,27"
"85,57,80"
"65,2,91"
"58,2,89"
"25,71,38"
"65,96,96"
"75,87,23"
"68,95,1"
"5,62,60"
"42,19,81"
"58,26,20"
"12,10,36"
"93,39,58"
"79,77,24"
"42,76,26"
"6,23,18"
"85,48,99"
"59,6,78"
"0,85,73"
"9,70,80"
"19,82,92"
"13,82,81"
"34,17,72"
"73,75,72"
"74,32,83"
"12,67,19"
"65,6,94"
"24,81,30"
"83,39,77"
"98,30,69"
"6,99,60"
"45,34,96"
"2,57,27"
"70,62,65"
"47,21,81"
"51,43,70"
"64,5,38"
"99,62,83"
"95,11,23"
"23,57,23"
"59,60,6"
"99,1,39"
"86,14,72"
"44,50,63"
"8,25,88"
"69,71,48"
"77,62,76"
"43,14,55"
"50,98,25"
"87,9,38"
"70,70,43"
"36,33,53"
"24,88,51"
"4,37,92"
"5,76,70"
"68,97,43"
"61,21,84"
"3,66,82"
"13,87,33"
"52,0,35"
"87,62,98"
"16,41,23"
"49,88,77"
"24,39,42"
"82,65,89"
"53,79,18"
"61,26,30"
"8,42,10"
"16,73,61"
"43,56,25"
"46,73,46"
"37,44,29"
"51,80,51"
"85,22,89"
"48,90,48"
"61,14,44"
"71,43,66"
"2,56,91"
"13,22,21"
"17,73,26"
"37,48,55"
"4,50,96"
"12,67,19"
"94,91,54"
"51,91,82"
"0,96,18"
"23,95,25"
"80,59,39"
"35,96,99"
"34,64,41"
"59,25,41"
"72,78,28"
"67,77,71"
"89,31,1"
"70,85,94"
"64,29,61"
"38,99,22"
"99,8,13"
"20,25,46"
"56,40,2"
"59,42,24"
"69,2,92"
"0,91,21"
"89,70,32"
"50,73,29"
"58,85,68"
"65,58,48"
"19,55,44"
"40,54,96"
"87,3,73"
"69,73,33"
"63,13,10"
"79,19,100"
"9,73,40"
"34,50,34"
"41,17,4"
"91,64,17"
"41,67,93"
"90,51,3"
"78,20,10"
"34,55,26"
"68,7,28"
"51,45,97"
"64,84,66"
"50,69,64"
"20,0,66"
"46,41,47"
"10,49,54"
"77,32,88"
"11,61,51"
"44,6,59"
"86,46,59"
"68,14,72"
"27,2,71"
"54,6,38"
"43,30,52"
"39,52,70"
"24,87,57"
"60,99,53"
"2,35,99"
"81,41,35"
"63,2,43"
"71,93,84"
"23,39,88"
"59,13,7"
"93,42,10"
"19,88,93"
"4,57,3"
"14,73,92"
"39,41,39"
"44,21,42"
"19,28,100"
"38,71,52"
"62,19,87"
"43,5,38"
"34,88,58"
"64,29,30"
"25,42,60"
"91,5,51"
"3,70,50"
"14,89,43"
"4,71,38"
"12,66,52"
"44,46,97"
"34,57,40"
"68,81,43"
"41,61,73"
"35,75,7"
"7,89,10"
"52,71,56"
"5,22,54"
"7,46,82"
"58,11,74"
"52,14,8"
"45,26,40"
"81,15,88"
"11,94,29"
"15,48,87"
"4,28,67"
"63,89,99"
"17,80,32"
"53,91,68"
"43,3,22"
"82,34,25"
"32,90,55"
"4,1,79"
"0,21,92"
"27,86,84"
"86,33,63"
"55,55,89"
"43,45,31"
"34,51,12"
"83,18,4"
"70,30,44"
"63,79,42"
"50,90,44"
"10,14,21"
"91,94,14"
"5,37,10"
"59,42,28"
"83,78,44"
"96,86,25"
"92,11,33"
"73,80,56"
"82,10,39"
"51,8,39"
"18,33,41"
"60,58,34"
"44,80,30"
"64,6,45"
"31,39,18"
"27,78,13"
"12,80,11"
"83,24,9"
"53,32,60"
"45,29,88"
"67,8,99"
"20,37,27"
"12,44,95"
"46,97,26"
"8,60,95"
"62,75,54"
"34,3,7"
"22,47,83"
"99,47,38"
"42,19,21"
"61,11,78"
"54,41,24"
"53,49,22"
"94,77,24"
"32,7,38"
"10,50,70"
"50,22,49"
"29,30,52"
"6,79,33"
"4,86,86"
"43,19,86"
"74,10,23"
"36,98,54"
"73,24,4"
"69,43,48"
"10,39,9"
"3,27,91"
"40,14,80"
"87,67,64"
"93,68,72"
"34,12,49"
"43,14,12"
"10,67,64"
"5,77,34"
"92,62,46"
"51,36,84"
"8,91,47"
"81,48,70"
"10,10,56"
"30,92,41"
"92,30,15"
"30,27,36"
"41,74,68"
"42,62,36"
"2,8,95"
"3,97,58"
"9,93,91"
"28,86,43"
"69,75,66"
"29,85,17"
"20,10,21"
"99,21,97"
"80,67,48"
"82,22,77"
"65,20,54"
"13,49,96"
"19,52,63"
"46,70,40"
"43,32,51"
"95,71,18"
"28,55,77"
"78,44,50"
"14,55,87"
"32,89,89"
"41,40,21"
"49,67,84"
"76,45,95"
"77,63,13"
"26,19,1"
"30,8,5"
"54,32,59"
"40,73,2"
"18,69,87"
"7,52,65"
"93,90,25"
"91,77,86"
"23,50,79"
"55,86,93"
"6,92,38"
"30,7,85"
"45,81,96"
"63,35,13"
"86,28,78"
"66,16,52"
"98,67,17"
"31,33,98"
"83,25,79"
"74,75,88"
"80,48,30"
"48,86,48"
"47,86,82"
"31,11,64"
"61,88,43"
"71,65,28"
"62,55,23"
"67,18,96"
"15,12,26"
"8,69,3"
"22,8,33"
"9,77,77"
"82,19,93"
"3,89,5"
"59,68,85"
"32,57,24"
"9,26,71"
"67,11,6"
"88,30,80"
"31,22,19"
"62,30,49"
"37,59,48"
"76,45,47"
"89,60,74"
"72,69,90"
"60,75,75"
"96,82,88"
"42,13,39"
"48,31,92"
"86,55,95"
"92,88,54"
"68,91,77"
"26,84,4"
"56,90,69"
"60,19,90"
"28,1,67"
"6,94,1"
"19,75,26"
"53,98,64"
"11,63,52"
"28,35,19"
"11,14,78"
"54,50,99"
"2,63,45"
"62,66,5"
"24,47,49"
"30,3,69"
"51,59,41"
"42,20,85"
"98,96,67"
"52,19,57"
"86,41,71"
"33,59,23"
"44,27,38"
"82,77,41"
"44,92,43"
"92,4,70"
"86,92,52"
"4,52,70"
"77,42,16"
"67,55,71"
"78,88,39"
"53,69,46"
"5,79,68"
"69,55,41"
"84,22,70"
"62,15,5"
"79,33,59"
"31,86,3"
"51,59,73"
"27,31,86"
"50,66,6"
"30,68,7"
"8,25,63"
"68,4,98"
"66,22,87"
"19,81,88"
"20,68,24"
"2,56,43"
"17,11,41"
"99,24,72"
"11,6,19"
"27,95,24"
"20,22,87"
"45,93,76"
"48,56,51"
"21,26,50"
"30,5,58"
"80,58,18"
"80,93,74"
"61,22,32"
"65,29,36"
"7,56,96"
"96,87,82"
"30,38,93"
"29,96,6"
"84,50,51"
"13,13,64"
"73,45,87"
"41,29,97"
"12,18,36"
"18,10,28"
"33,74,74"
"31,2,14"
"40,85,36"
"33,81,76"
"64,86,99"
"83,30,51"
"14,88,15"
"25,53,83"
"15,86,55"
"74,20,33"
"59,38,16"
"62,48,30"
"57,91,32"
"78,56,55"
"51,46,92"
"44,71,8"
"69,6,20"
"81,59,66"
"18,75,77"
"9,77,57"
"78,39,28"
"35,39,3"
"25,97,6"
"99,75,57"
"28,96,12"
"97,11,76"
"47,75,24"
"88,8,66"
"48,57,39"
"96,90,81"
"55,86,87"
"54,74,23"
"81,18,23"
"34,24,7"
"27,41,95"
"63,84,80"
"81,8,78"
"35,95,60"
"16,67,98"
"4,1,10"
"14,6,19"
"71,96,56"
"90,87,19"
"6,25,71"
"69,72,23"
"71,79,92"
"46,31,34"
"60,76,44"
"57,0,28"
"61,64,19"
"44,41,75"
"88,77,67"
"2,16,75"
"85,15,10"
"62,9,1"
"26,32,57"
"45,25,38"
"50,34,55"
"45,4,7"
"83,59,39"
"58,15,22"
"78,84,33"
"76,37,42"
"34,66,31"
"79,7,1"
"59,14,98"
"42,37,32"
"58,96,90"
"72,45,88"
"85,72,37"
"42,70,28"
"3,54,14"
"19,79,44"
"38,99,10"
"92,29,57"
"82,2,83"
"25,4,11"
"28,2,51"
"96,42,27"
"14,1,17"
"69,37,9"
"53,20,31"
"96,0,60"
"56,43,92"
"88,43,83"
"65,14,95"
"20,54,26"
"63,44,36"
"68,68,61"
"70,89,26"
"85,85,10"
"56,75,69"
"25,44,28"
"95,26,25"
"54,66,39"
"99,44,47"
"45,54,68"
"18,83,19"
"46,13,97"
"91,94,55"
"6,0,63"
"23,56,20"
"56,5,2"
"50,30,16"
"4,47,47"
"17,96,64"
"54,38,28"
"70,47,77"
"80,66,85"
"42,54,96"
"96,14,61"
"49,16,48"
"30,48,43"
"39,49,65"
"7,54,49"
"55,34,36"
"36,93,100"
"75,55,86"
"72,26,26"
"39,56,13"
"29,24,63"
"38,7,32"
"60,76,31"
"20,45,68"
"98,80,76"
"48,77,43"
"97,46,38"
"60,1,34"
"11,94,94"
"71,4,68"
"98,84,6"
"28,40,52"
"14,14,94"
"12,43,16"
"17,33,78"
"52,85,17"
"71,77,59"
"86,26,69"
"97,16,8"
"17,73,51"
"6,75,72"
"78,97,58"
"45,4,65"
"19,66,23"
"17,26,23"
"10,32,65"
"61,48,39"
"58,97,34"
"94,21,9"
"54,86,30"
"70,58,9"
"97,48,23"
"89,79,31"
"15,95,79"
"12,67,64"
"95,10,92"
"83,34,21"
"31,5,29"
"9,54,41"
"13,20,55"
"83,84,23"
"98,41,93"
"11,22,28"
"25,69,42"
"58,75,17"
"52,7,17"
"62,10,31"
"51,89,87"
"78,28,7"
"85,58,65"
"26,43,52"
"26,76,58"
"43,55,32"
"27,0,52"
"64,26,11"
"17,69,32"
"36,33,13"
"76,35,50"
"74,29,85"
"80,61,2"
"11,51,55"
"71,69,24"
"40,80,45"
"31,66,60"
"29,56,37"
"90,44,32"
"8,88,3"
"78,37,11"
"69,55,14"
"76,24,79"
"66,65,85"
"30,20,85"
"87,73,35"
"48,74,56"
"87,81,87"
"33,54,48"
"24,35,55"
"89,20,8"
"57,89,66"
"26,53,88"
"0,20,43"
"43,39,88"
"54,40,91"
"34,46,87"
"74,76,68"
"18,7,82"
"12,66,95"
"1,3,65"
"25,29,40"
"65,14,77"
"14,97,97"
"93,99,44"
"42,49,66"
"59,6,73"
"40,96,3"
"96,62,19"
"66,30,71"
"56,45,48"
"52,27,36"
"28,67,6"
"40,34,58"
"41,20,57"
"1,96,22"
"95,6,52"
"83,18,62"
"78,4,88"
"4,5,64"
"30,36,50"
"98,74,20"
"4,59,8"
"11,94,27"
"31,29,2"
"27,2,95"
"97,58,22"
"42,99,88"
"15,27,57"
"27,63,34"
"93,95,12"
"84,63,19"
"24,74,22"
"7,83,77"
"12,44,78"
"20,10,97"
"76,91,4"
"56,71,17"
"5,77,36"
"31,53,45"
"6,57,53"
"28,78,14"
"93,5,23"
"7,34,52"
"73,24,14"
"67,36,44"
"37,55,62"
"47,36,34"
"98,9,32"
"93,80,19"
"99,97,37"
"39,95,96"
"95,11,100"
"10,0,57"
"16,18,66"
"30,48,93"
"87,62,61"
"95,97,8"
"67,30,34"
"32,68,31"
"63,11,2"
"0,72,4"
"14,8,14"
"33,25,12"
"51,34,8"
"94,46,71"
"9,92,80"
"85,89,4"
"57,94,60"
"55,98,65"
"13,98,55"
"53,87,51"
"98,65,8"
"57,62,53"
"40,85,31"
"52,86,9"
"82,66,84"
"25,78,13"
"41,74,2"
"37,66,45"
"76,67,75"
"94,76,76"
"69,14,43"
"36,20,51"
"19,63,17"
"49,42,19"
"19,59,23"
"42,89,73"
"44,21,93"
"15,76,55"
"67,35,58"
"57,86,46"
"72,19,93"
"70,85,68"
"84,33,12"
"52,40,34"
"5,59,17"
"74,72,28"
"32,58,74"
"98,29,76"
"76,90,85"
"95,97,51"
"51,55,36"
"70,70,27"
"39,3,27"
"37,17,60"
"94,26,4"
"97,65,49"
"79,15,78"
"1,81,100"
"25,63,2"
"88,30,94"
"15,32,49"
"35,34,78"
"43,31,67"
"20,90,4"
"52,18,77"
"27,29,62"
"97,93,8"
"6,35,77"
"55,55,77"
"30,5,58"
"66,80,52"
"14,72,70"
"60,16,69"
"29,15,40"
"24,62,79"
"97,39,74"
"54,48,21"
"55,14,48"
"12,80,84"
"34,7,24"
"13,23,15"
"82,26,65"
"70,50,8"
"75,73,38"
"70,23,52"
"24,3,96"
"55,81,91"
"51,85,63"
"79,27,64"
"25,41,79"
"30,64,13"
"48,40,53"
"97,55,70"
"82,25,1"
"21,62,89"
"35,42,35"
"95,77,3"
"50,13,63"
"62,88,54"
"54,9,42"
"93,91,98"
"2,47,45"
"33,4,28"
"34,96,18"
"52,98,9"
"95,92,37"
"83,97,70"
"46,33,7"
"84,83,60"
"61,60,84"
"28,36,8"
"87,57,10"
"21,59,10"
"56,31,71"
"58,87,52"
"25,45,67"
"13,19,82"
"39,59,1"
"59,4,28"
"33,16,68"
"78,2,49"
"27,22,41"
"27,25,67"
"61,2,77"
"79,45,68"
"42,57,48"
"12,97,81"
"70,4,83"
"44,76,58"
"62,68,59"
"94,92,29"
"76,88,4"
"32,15,53"
"78,30,2"
